7.384615384615385;j
8.538461538461538;j
9.0;k
11.076923076923077;j
12.230769230769232;j
12.692307692307693;l
13.846153846153847;k
14.76923076923077;j
15.230769230769232;k
15.923076923076923;k
16.384615384615387;l
17.076923076923077;k
17.53846153846154;l
18.0;k
18.461538461538463;j
18.923076923076923;k
19.615384615384617;k
20.076923076923077;l
20.76923076923077;k
21.230769230769234;j
21.692307692307693;k
22.153846153846153;j
22.615384615384617;k
22.846153846153847;j
23.30769230769231;k
23.76923076923077;l
24.461538461538463;k
24.923076923076923;j
25.384615384615387;k
25.846153846153847;l
26.30769230769231;k
26.53846153846154;j
27.0;k
27.461538461538463;l
27.692307692307693;j
28.615384615384617;k
29.53846153846154;j
29.76923076923077;j
30.0;j
30.230769230769234;j
30.461538461538463;j
30.692307692307693;j
30.923076923076923;j
31.153846153846157;j
31.384615384615387;k
31.615384615384617;k
31.846153846153847;k
32.07692307692308;k
32.30769230769231;k
32.53846153846154;k
32.769230769230774;k
33.0;k
33.23076923076923;l
33.46153846153846;l
33.69230769230769;l
33.92307692307693;l
34.15384615384615;l
34.38461538461539;l
34.61538461538462;l
34.84615384615385;l
35.07692307692308;k
35.53846153846154;l
36.0;k
36.46153846153847;j
36.92307692307693;j
37.15384615384615;k
37.269230769230774;l
38.30769230769231;l
38.769230769230774;j
39.0;k
39.11538461538462;l
40.15384615384615;l
40.38461538461539;k
40.61538461538462;j
40.84615384615385;k
41.07692307692308;l
41.769230769230774;l
42.23076923076923;k
42.92307692307693;l
43.38461538461539;k
43.61538461538462;l
43.84615384615385;k
44.07692307692308;j
44.30769230769231;l
44.53846153846154;k
44.65384615384615;j
45.46153846153847;l
45.92307692307693;k
46.15384615384615;l
46.38461538461539;k
46.5;j
47.307692307692314;k
47.769230769230774;j
48.0;l
48.23076923076923;k
48.34615384615385;j
49.15384615384615;l
49.61538461538462;j
50.307692307692314;j
50.769230769230774;k
51.0;j
51.23076923076923;k
51.46153846153847;l
51.69230769230769;j
51.92307692307693;k
52.03846153846154;j
52.269230769230774;l
52.38461538461539;j
52.61538461538462;k
52.73076923076923;j
52.96153846153847;l
53.07692307692308;j
53.307692307692314;k
53.53846153846154;l
53.769230769230774;k
53.88461538461539;l
54.11538461538462;j
54.23076923076923;l
54.46153846153847;k
54.69230769230769;j
54.92307692307693;l
55.15384615384616;k
55.38461538461539;j
55.61538461538462;k
55.84615384615385;l
56.53846153846154;l
57.0;k
57.69230769230769;j
57.92307692307693;k
58.15384615384616;l
58.38461538461539;k
58.61538461538462;l
58.84615384615385;k
59.07692307692308;j
